site_code,lat,long,shrub_ID
Las_vegas,-114.9599606,36.44990507,128
Las_vegas,-114.9601217,36.44995348,129
Las_vegas,-114.9601095,36.44993925,130
Las_vegas,-114.9601455,36.44993052,131
Las_vegas,-114.9600342,36.44996456,132
Las_vegas,-114.9600712,36.44996177,133
Las_vegas,-114.960083,36.44992184,134
Las_vegas,-114.9600102,36.44994836,135
Las_vegas,-114.9600544,36.44991036,136
Las_vegas,-114.9601218,36.44991379,137
Las_vegas,-114.9601203,36.44990494,138
Las_vegas,-114.9601496,36.44974602,139
Las_vegas,-114.9599701,36.44986616,140
Las_vegas,-114.960022,36.44988181,141
Las_vegas,-114.960158,36.44988878,142
Las_vegas,-114.9601357,36.44987337,143
Las_vegas,-114.9601923,36.44988482,144
Las_vegas,-114.9601775,36.44985135,145
Las_vegas,-114.9601394,36.44983464,146
Las_vegas,-114.9601119,36.44985639,147
Las_vegas,-114.9601002,36.44989886,148
Las_vegas,-114.9601193,36.44977533,149
Las_vegas,-114.9600989,36.44977782,150
Las_vegas,-114.9600901,36.44985377,151
Las_vegas,-114.960132,36.44979015,152
Las_vegas,-114.9601549,36.44978673,153
Las_vegas,-114.960114,36.44983962,154
Las_vegas,-114.9601942,36.44978782,155
Las_vegas,-114.9601113,36.44980511,156
Las_vegas,-114.9600666,36.44985024,157
Las_vegas,-114.9600249,36.44986216,158
Las_vegas,-114.9600026,36.44982819,159
Las_vegas,-114.9600086,36.44980972,160
Las_vegas,-114.9600041,36.44978975,161
Las_vegas,-114.9600238,36.44976742,162
Las_vegas,-114.9602618,36.45003239,163
Las_vegas,-114.9602471,36.45002255,164
Las_vegas,-114.9602673,36.45001303,165
Las_vegas,-114.9602749,36.44999247,166
Las_vegas,-114.9602367,36.45000203,167
Las_vegas,-114.9602104,36.4499916,168
Las_vegas,-114.9602641,36.44999131,169
Las_vegas,-114.9602428,36.44998754,170
Las_vegas,-114.9602082,36.44996953,171
Las_vegas,-114.9602237,36.44994864,172
Las_vegas,-114.9602641,36.44997565,173
Las_vegas,-114.9602821,36.44997361,174
Las_vegas,-114.9602709,36.44994924,175
Las_vegas,-114.9602461,36.44993007,176
Las_vegas,-114.9602129,36.4499265,177
Las_vegas,-114.9602957,36.44992647,178
Las_vegas,-114.960276,36.44991574,179
Las_vegas,-114.9602251,36.44991251,180
Las_vegas,-114.960236,36.44989451,181
Las_vegas,-114.9602806,36.4498972,182
Las_vegas,-114.9601904,36.44995117,183
Las_vegas,-114.9602951,36.44988176,184
Las_vegas,-114.9602638,36.4498742,185
Las_vegas,-114.9602045,36.44987255,186
Las_vegas,-114.9602099,36.44986585,187
Las_vegas,-114.9602302,36.44984688,188
Las_vegas,-114.9602103,36.44984601,189
Las_vegas,-114.9601925,36.4498428,190
Las_vegas,-114.9602905,36.44985123,191
Las_vegas,-114.9602667,36.44984019,192
Las_vegas,-114.9602913,36.4498338,193
Las_vegas,-114.9602645,36.44983235,194
Las_vegas,-114.9602346,36.44982007,195
Las_vegas,-114.9603018,36.44982129,196
Las_vegas,-114.9602844,36.44982159,197
Las_vegas,-114.9602674,36.44982159,198
Las_vegas,-114.9601774,36.44981849,199
Las_vegas,-114.9602443,36.44980433,200
Las_vegas,-114.9602895,36.44980384,201
Las_vegas,-114.9602338,36.44978616,202
Las_vegas,-114.9602443,36.44978914,203
Las_vegas,-114.960212,36.44977698,204
Las_vegas,-114.9603199,36.44980761,205
Las_vegas,-114.9602913,36.44978667,206
Las_vegas,-114.9603374,36.44973014,207
Las_vegas,-114.9603352,36.44975926,208
Las_vegas,-114.9602729,36.44976888,209
Las_vegas,-114.9603127,36.44975634,210
Las_vegas,-114.9602436,36.44976193,211
Las_vegas,-114.960224,36.44976284,212
Las_vegas,-114.960286,36.44973946,213
Las_vegas,-114.9602156,36.44973563,214
